#volt mean standard_deviation spread
0.02428560224083038 727.5546367895065 143.89079532429648 0.19777318162556973
0.021557937789977347 795.4798676918613 168.84379573425684 0.21225401495598947
0.029738434221220102 656.2214645161291 110.28526750696035 0.16806104870141697
0.021773650392980556 789.2615720549547 167.62619035429688 0.21238357002211353
0.02770305311169123 675.0965369328175 123.71690884394123 0.18325810025041347
0.031560051782654606 640.9249424727442 101.83767784463286 0.15889173769979092
0.030690576987857987 648.4356864628821 111.02911777629937 0.1712261062958245
0.02814233155249665 670.7119063069631 119.34800856532964 0.17794228407614987
0.022405358460037023 771.4124339101353 160.01098208402672 0.2074259825875026
0.025491886270632202 705.3379090029042 136.91514459759907 0.19411283988854103
0.020648187498110204 826.8736160022539 178.88480961990794 0.2163387561992549
0.02641589794421109 690.7270911350456 131.5276790692255 0.1904191695349477
0.026129861020173523 694.9303796066765 131.76790540248723 0.1896131026493136
0.029292594666275942 660.329820587663 113.34140331134365 0.1716436238037456
0.023924274783111054 738.9765192099985 150.1233723220068 0.20315039574260885
0.028117377000552096 669.867896873877 120.32047987767815 0.17961822090472881
0.028589622930581197 663.8058048327138 116.82097898406505 0.17598667883524338
0.024758459934852442 719.3313509345794 143.7489367530882 0.1998368854163311
0.02983518193414691 652.8058892358941 109.58238971710085 0.16786366594420044
0.029501429238485134 656.1057086380708 112.33234922721516 0.17121074812836498
0.029017596718109575 661.4276786735278 116.89203927008431 0.17672686378124905
0.029793791550114926 654.608672413793 110.5657939386328 0.1689036497651862
0.028968808404060343 662.9649470024432 117.06762391622594 0.17658192102846504
0.025839938404018974 702.7042052828958 134.7383599437786 0.1917426406883895
0.029793250302939413 654.5467398074165 110.59593689601672 0.16896568292213435
0.029685819741516246 654.9982694586313 111.07733683086438 0.1695841684019592
0.026242103700626546 693.9420173333334 131.87933780552598 0.19004374214478217
0.027311551766522443 678.9957809953181 124.50268653231504 0.18336297517167272
0.025441134252157924 705.2046248196249 135.9711767524343 0.19281095439102175
0.026730692494328166 685.1939626728878 129.47857141552797 0.18896630511810442
0.028117377000552096 669.867896873877 120.32047987767815 0.17961822090472881
0.028117387000552097 669.8048189004671 120.20550745471766 0.17946348557486294
0.0112977058135904 1370.5624869210465 313.11967095829505 0.2284607042337157
0.01707626590554994 963.546968887702 227.408887842216 0.23601224972429932
0.012700043920234551 1257.78078986641 306.00051819364387 0.24328604845852705
0.015240706287928877 1073.0882990807202 263.9797951719886 0.2460000685853452
0.01937660339638116 866.3538213740458 192.21726060722077 0.22186923617692628
0.017377700961250415 952.7708949188614 218.41286988571716 0.22923965357308418
0.011518914717493459 1343.8676217740967 312.49463009074293 0.23253378906339411
0.010170766440207455 1457.8758672342692 313.9212710585392 0.21532784657042034
0.01868488472195029 894.2489709212919 201.3825466178277 0.22519740381736775
0.015674571177977978 1045.3886081168412 252.05154967124807 0.24110799344302472
0.016362484533036552 1000.9136903675878 237.34905958302647 0.23713239399878674
0.014513896280381368 1130.4234593354822 277.1972021608641 0.24521536586281928
0.018326525920659475 909.0127634539786 208.63546254535947 0.22951873827668456
0.013341436415709472 1208.688263596335 294.6388440247335 0.24376744020667837
0.012193770657845186 1297.0971030902945 309.6910313995846 0.23875701415241396
0.011679118671880522 1337.5884624137514 313.4586183755295 0.23434608415347447
0.0129622115131086 1237.127718429003 296.14961074987866 0.2393848317665629
0.01179981208528294 1330.3085869852325 312.7554756664674 0.23509994502496528
0.016549809048050375 988.5258508425487 233.21233394371754 0.23591930726439175
0.01138819679780066 1360.3884478640896 311.82647000093925 0.22921869888746105
0.010493297700962648 1431.5975974295732 318.75981930331625 0.22266020834042194
0.013330694939374456 1202.4556070034162 293.8744654935562 0.24439527229276026
0.013436840567469159 1196.895744611286 293.0557017991119 0.24484647315233551
0.011820243996891827 1324.8505175993319 312.627729894094 0.23597207816364418
0.014240794248774967 1140.4912158264663 278.9972716633422 0.2446290403571101
0.01979661266285977 852.0171785461245 186.58856935785118 0.21899625272373555
0.011261055853664562 1375.3215004914002 315.9548576897338 0.22973163553165105
0.010533092619206461 1427.6827614820534 314.2336993785346 0.22010050681870943
0.019717651141794076 852.9432125657347 187.92619229633578 0.2203267339815459
0.014088343614296431 1147.0796425930491 282.07537519656324 0.24590740234820424
0.011679118671880522 1337.5884624137514 313.4586183755295 0.23434608415347447
0.011679128671880522 1337.9855339700193 313.4702364829584 0.23428522097159118
0.04605379079105952 617.6019804241434 148.1437667103649 0.2398693194096073
0.03366349610120255 635.8208630935043 95.66449385370092 0.15045824918084266
0.04147648528053517 609.6042929991357 71.99287406923136 0.11809771501942724
0.037420183072684 626.611572330097 103.93737842350828 0.1658721016546346
0.036610628091788146 629.0948169565218 101.05550847750422 0.16063637110602424
0.04406138762924167 604.1605110246434 69.05000834099806 0.1142908334473743
0.046413591886956734 620.4843951048952 155.55691148350803 0.2507023749682062
0.03918765820266298 616.8293345410628 77.68472978269945 0.1259420157773445
0.043822176301837455 618.0310756410256 126.86498292946324 0.2052728219173738
0.048758675027891205 620.0478426150121 171.58672859130246 0.2767314339287859
0.032084729486995305 642.7539094059406 101.66795458237114 0.15817555225192922
0.03925616154007055 622.1001694214875 101.83319676309861 0.16369260413125564
0.0347174301239117 633.2818956608148 93.88327376238647 0.14824878842371053
0.04979938114696601 600.506638483965 127.4059930744248 0.2121641709008798
0.04197826547640152 614.2035048802129 111.717134489625 0.18188944478819444
0.04276810322681221 607.701215767635 72.12670212799199 0.11868777000369024
0.03347718037028834 639.1333543675139 95.75039426139267 0.1498128576878095
0.039636561051585646 615.1124239543726 77.85103362578366 0.12656391026099392
0.04778668850901467 598.8414988913524 111.81029102399673 0.18671099319434845
0.04237548214353926 619.4145745909528 136.38206271919987 0.22017896948786433
