#acc_paschen_factor density_factor volt density pressure N_not_eqm N_less_eqm N_eqm
2.4110690722738055 0.01032607989425631 0.028216432485600584 1.6521727830810097e-06 0.009822485490104596 7176 7176 865
2.2127071330014765 0.016839928583980826 0.03840578297292979 2.6943885734369326e-06 0.016018659148914347 8706 8706 187
1.436103064948663 0.007270712488177964 0.01274390362427559 1.1633139981084743e-06 0.006916125833732356 10154 10154 5
1.237656742363271 0.013928419089002084 0.018415066976364827 2.228547054240334e-06 0.013249141571906474 8620 8620 0
2.1387389922089937 0.011785190345493626 0.027817574605180143 1.8856304552789803e-06 0.011210436327450963 8460 8460 268
1.5652130790846623 0.0031074095815168488 0.007296100441188841 4.971855330426959e-07 0.0029558637778155108 8175 8174 654
2.8659387999078696 0.0063814775845272 0.022979005463434447 1.021036413524352e-06 0.006070258183292949 4321 4321 2925
1.1734603144398057 0.014845035223108271 0.018384057628182748 2.3752056356973236e-06 0.014121055092763676 6947 6947 0
2.033850342047332 0.012135851997948983 0.027083006362470786 1.9417363196718374e-06 0.01154399650018357 8835 8835 146
1.977331702371308 0.008360508012219672 0.019577290502195192 1.3376812819551477e-06 0.007952772928438141 8633 8633 251
2.5326013772165497 0.016078768093756864 0.04233381664628216 2.5726028950010984e-06 0.0152946198283369 7518 7518 613
1.3754460515907638 0.014286102577047655 0.020889136812325536 2.285776412327625e-06 0.013589381131096001 10174 10174 0
2.3531876082198426 0.01863410961551525 0.04436412386441295 2.98145753848244e-06 0.017725339450571743 8266 8266 261
2.9595749430373823 0.011046808695039479 0.036550905681322104 1.7674893912063169e-06 0.010508064941405465 5221 5221 2205
1.0852598779265483 0.0025631998815242897 0.004401225306061785 4.1011198104388636e-07 0.002438194736272997 8799 8560 1542
2.2784289586018325 0.008899076081985934 0.023696864868803583 1.4238521731177495e-06 0.008465075477409822 7624 7624 711
2.782631022058944 0.0013414558199489873 0.007238014651156281 2.1463293119183798e-07 0.0012760341254375183 9991 54 51
1.4728720247206002 0.007525854672729751 0.01342730655380526 1.2041367476367602e-06 0.0071588249442696966 9920 9920 11
2.8690429376468605 0.01568338365283591 0.046996849558554536 2.509341384453746e-06 0.01491851796066499 6351 6351 1350
1.615755482094437 0.013265036194230003 0.023112215235648225 2.1224057910768006e-06 0.012618111314053557 10446 10446 10
2.1071796200044566 0.0035179082719313647 0.010760219313044151 5.628653235090185e-07 0.0033463427854925985 6496 6496 1187
1.8753890403966023 8.585894313085929e-05 0.007347320194550633 1.3737430900937488e-08 8.167167325208068e-05 9999 0 0
1.3288936283396127 0.01904897921139511 0.025509033932545486 3.047836673823218e-06 0.01811997619825778 9183 9183 0
1.7198176287259046 0.01740176489792864 0.03066034635654989 2.784282383668583e-06 0.016553095168979997 10329 10329 7
2.574889501109288 0.00549080014736109 0.018387758051381934 8.785280235777745e-07 0.005223018350508589 5201 5201 2280
2.7050056694365567 0.0044874963655802715 0.016568350175885937 7.179994184928435e-07 0.0042686448670929905 4231 4231 3075
1.002684504649523 0.019557759198343974 0.01966745350315156 3.129241471735036e-06 0.0186039434046553 1374 1374 0
1.8351746194022955 0.0008350721775130764 0.003559251681995412 1.3361154840209222e-07 0.0007943463958064784 10017 18 19
1.7569393339893562 0.005258484997282522 0.012138382458651767 8.413575995652036e-07 0.005002033018790646 8700 8700 192
2.6368254477769995 0.00969776122612353 0.029355969297288394 1.551641796179765e-06 0.00922480940546294 6195 6195 1429
1.8432718932358965 0.010024938761733172 0.02106943906039737 1.6039902018773075e-06 0.009536030762369292 9187 9187 66
2.2127071330014765 0.014697564361811424 0.03438617180960081 2.351610297889828e-06 0.013980776263804853 8643 8643 252
2.087872606863645 0.01174511472350142 0.027081924608265782 1.8792183557602272e-06 0.011172315160507026 8786 8786 201
1.106659818066308 0.01710184810193785 0.019451375690270934 2.736295696310056e-06 0.01626780506789363 4408 4408 0
2.1387389922089937 0.017488200361797455 0.03828321750660027 2.798112057887593e-06 0.016635315246528896 8811 8811 141
2.875164680430784 0.014158344446694655 0.04334949577519144 2.265335111471145e-06 0.013467853659443061 6121 6121 1574
2.8280943559485063 0.011618646927220082 0.03636650017173656 1.8589835083552132e-06 0.011052015094396756 5961 5961 1706
1.2330381971422018 0.00851361589010985 0.01238390208784438 1.3621785424175762e-06 0.008098413861337904 9992 9992 0
1.7075638500782482 0.005111600919657165 0.011544922036998757 8.178561471451464e-07 0.0048623123565473695 8814 8814 158
1.0421313517659871 0.00968118122778005 0.011586376925322828 1.5489889964448081e-06 0.009209037999970969 6598 6598 0
1.6822514692014021 0.004383923995909001 0.010124058091314597 7.014278393454402e-07 0.004170123636510834 8555 8555 188
1.2164040680137187 0.014286102577047655 0.01847373873109785 2.285776412327625e-06 0.013589381131096001 8219 8219 0
2.4467230887820213 0.005121555620739744 0.01656697063909175 8.194488993183591e-07 0.004871781575064298 5482 5482 1992
2.9595749430373823 0.019695600619593204 0.05838672553569103 3.151296099134913e-06 0.01873506241341961 6429 6429 1317
1.2645899066242436 0.01190971382727917 0.016587152992512136 1.9055542123646673e-06 0.011328886901680602 9473 9473 0
1.6474917815538452 0.008899076081985934 0.017134784901919102 1.4238521731177495e-06 0.008465075477409822 9707 9707 28
1.6433154719190857 0.0013414558199489873 0.004274494666354002 2.1463293119183798e-07 0.0012760341254375183 10020 115 51
1.8695103839105913 0.007525854672729751 0.01704322480770286 1.2041367476367602e-06 0.0071588249442696966 8819 8819 185
1.3847457507375363 0.015114893231855775 0.0220133485138295 2.418382917096924e-06 0.014377752348881678 10289 10289 0
2.678109940415918 0.013265036194230003 0.03830842850515175 2.1224057910768006e-06 0.012618111314053557 6773 6773 1144
2.565540572403839 0.0035179082719313647 0.013100819196191613 5.628653235090185e-07 0.0033463427854925985 4657 4657 2592
2.1245167979728894 8.585894313085929e-05 0.00832334243038298 1.3737430900937488e-08 8.167167325208068e-05 10000 0 0
1.3288936283396127 0.006669185159217324 0.011025663204008239 1.0670696254747719e-06 0.0063439344967368165 10376 10376 2
1.6836331123334192 0.009510920245262747 0.018456931142093992 1.5217472392420396e-06 0.009047080505216602 9903 9903 24
1.9031075294052375 0.016703500792520306 0.032813902253321314 2.672560126803249e-06 0.015888884828379274 9604 9604 36
1.0643234381861413 0.01672246382939387 0.018368325844755947 2.675594212703019e-06 0.01590692305357667 3443 3443 0
2.4110690722738055 0.014863889742207021 0.03781197541370242 2.3782223587531236e-06 0.014138990092508682 7735 7735 520
1.071682834978176 0.0008350721775130764 0.002078488277155885 1.3361154840209222e-07 0.0007943463958064784 10025 37 12
1.5646357456333282 0.013685133903340793 0.022951160001515765 2.189621424534527e-06 0.01301772120419804 10303 10303 5
1.2483403609750736 0.007687498712918668 0.01157130639377316 1.229999794066987e-06 0.007312585737869664 10355 10355 1
2.015112989831065 0.014422306044314843 0.03083976077364414 2.307568967090375e-06 0.013718942067543725 9021 9021 96
1.1099985031791986 0.005509961956659659 0.007947896413614484 8.815939130655455e-07 0.005241245654163679 9668 9668 0
1.927906236030319 0.01208028249965062 0.025577828301083367 1.9328451999440996e-06 0.011491137080508574 9165 9165 83
1.949934911775785 0.019464427736762258 0.03809789129655714 3.1143084378819616e-06 0.018515163641517254 9547 9547 35
1.3880460745381085 0.011569821257188442 0.017788788293941347 1.8511714011501509e-06 0.011005570612043183 10567 10567 0
1.5468902969878495 0.014158344446694655 0.02332280820308085 2.265335111471145e-06 0.013467853659443061 10130 10130 5
1.1099208191359144 0.01141257284557024 0.014069400990451428 1.8260116552912385e-06 0.010855991075832065 7038 7038 0
1.8290297434795248 0.008087742835572218 0.017642655405064718 1.294038853691555e-06 0.0076933102846021475 8963 8963 120
2.2005212637361917 0.01555013877290144 0.03579707889344818 2.488022203664231e-06 0.014791771323684672 8632 8632 196
2.3452977211470234 0.00968118122778005 0.02607493129657993 1.5489889964448081e-06 0.009209037999970969 7393 7393 736
2.8695646479790593 0.016078768093756864 0.047966341941940605 2.5726028950010984e-06 0.0152946198283369 6347 6347 1327
1.8418200137055316 0.014286102577047655 0.027972038747341076 2.285776412327625e-06 0.013589381131096001 9756 9756 30
2.5050535507136495 0.015127369020156932 0.03984957603671388 2.4203790432251092e-06 0.014389619703271787 7538 7538 631
2.4315506461528376 0.011046808695039479 0.030029777936854084 1.7674893912063169e-06 0.010508064941405465 7293 7293 841
1.4111179372986582 0.013140861051928042 0.020032567365493352 2.102537768308487e-06 0.012499992091078039 10323 10323 0
1.410740539117275 0.006411279025579659 0.011352157876297444 1.0258046440927456e-06 0.006098606232632059 10071 10071 8
2.1647764559234597 0.0039976596078196034 0.012156600590641168 6.396255372511366e-07 0.003802697044211986 6335 6335 1429
2.0756891778123148 0.007525854672729751 0.01892283540804503 1.2041367476367602e-06 0.0071588249442696966 8161 8161 469
2.8690429376468605 0.011925112758800416 0.037671190373061596 1.908018041408067e-06 0.01134353484000565 5873 5873 1757
1.1331281474886377 0.013265036194230003 0.016208579778656168 2.1224057910768006e-06 0.012618111314053557 6728 6728 0
2.565540572403839 0.016806426044329255 0.04445768724739621 2.689028167092681e-06 0.015986790500503806 7652 7652 637
1.0876114200413705 0.016194330321442702 0.018286226651199368 2.5910928514308324e-06 0.015404546181442078 4279 4279 0
1.3288936283396127 0.013202461967857087 0.018936539693661898 2.112393914857134e-06 0.012558588781117862 10051 10051 0
2.8305837636367035 0.019256661951110303 0.05481979795979905 3.0810659121776487e-06 0.018317530421960077 6997 6997 1011
1.1358509702601784 0.016806426044329255 0.01968291117226963 2.689028167092681e-06 0.015986790500503806 5261 5261 0
1.642996629398929 0.018754100929046204 0.031138183810113778 3.000656148647393e-06 0.017839478886656487 10459 10459 6
2.3653321836805743 0.011242937101552917 0.02962590435315105 1.7988699362484668e-06 0.010694628327211452 7439 7439 635
1.833678470575189 0.01889206395819065 0.034961130393222975 3.0227302333105042e-06 0.01797071357259921 9915 9915 17
1.7569393339893562 0.0158926254992955 0.029091473072384463 2.5428200798872803e-06 0.015117555254761 9948 9948 21
1.8454343302325513 0.0024594066887333255 0.007266395564393482 3.935050701973321e-07 0.002339463451932658 6422 5404 2133
1.9388783272224597 0.01240836182249268 0.026283049862646103 1.9853378915988288e-06 0.011803216245227408 9400 9400 81
1.011642632732317 0.01299597866512821 0.014233805017549662 2.0793565864205135e-06 0.012362175498848816 3953 3953 0
2.087872606863645 0.019825837709372626 0.04141296777488367 3.1721340334996205e-06 0.018858947947691274 9193 9193 65
2.0470798549116855 0.01618408259744729 0.03440024153617214 2.5894532155915663e-06 0.01539479823049822 8990 8990 90
1.8833637124679417 0.011785190345493626 0.024496028160104957 1.8856304552789803e-06 0.011210436327450963 9397 9397 73
1.3975349348444246 0.0188723991068412 0.02662285741119947 3.0195838570945925e-06 0.01795200775983938 9988 9988 0
2.8659387999078696 0.016425991094021507 0.04874576290448889 2.6281585750434412e-06 0.015624909049111487 6630 6630 1315
1.5035117303793886 0.019238103051756064 0.029095454461837318 3.0780964882809703e-06 0.018299876624828335 10668 10668 0
1.2269868102061965 0.014332277618195836 0.018683176581108584 2.293164418911334e-06 0.013633304253551724 8435 8435 0
1.0421313517659871 0.014655392731179469 0.0161574024201633 2.3448628369887154e-06 0.01394066130883469 3860 3860 0
1.8869481858669834 0.016078768093756864 0.03154137056077948 2.5726028950010984e-06 0.0152946198283369 9713 9713 37
2.1164162721578785 0.015013889482909382 0.03346230122959567 2.4022223172655012e-06 0.014281674469509082 8844 8844 161
2.8781828855442804 0.017960818221613245 0.052653326134104325 2.8737309154581196e-06 0.017084883922923417 6668 6668 1209
2.9595749430373823 0.01993185061955617 0.05896057594105413 3.1890960991289875e-06 0.01895979069563678 6603 6603 1223
1.7616760993795375 0.010359081662326611 0.02066913224819694 1.657453065972258e-06 0.009853877789151078 9675 9675 38
1.6671878968886042 0.01769443555884424 0.030129476953003467 2.8311096894150785e-06 0.01683149252302544 10414 10414 4
2.7865440349589763 0.01993477524865952 0.055520141571120285 3.189564039785523e-06 0.01896257269298967 7120 7120 945
1.5225564174899977 0.003222329828043653 0.0072884094239889 5.155727724869845e-07 0.0030651794586535656 8564 8564 475
1.59148253191154 0.006637737333858534 0.01315596359360495 1.0620379734173655e-06 0.006314020355896801 9471 9471 48
1.7887140246460251 0.01689696147279872 0.031132225909862362 2.703513835647795e-06 0.01607291059075958 10082 10082 15
1.1895862070498437 0.0035179082719313647 0.0060745692289875105 5.628653235090185e-07 0.0033463427854925985 9974 9974 103
1.0876114200413705 0.01827150735462282 0.020177564020339534 2.9234411767396513e-06 0.017380421003032314 3424 3424 0
1.0361516568498075 0.01904897921139511 0.0198896489607445 3.047836673823218e-06 0.01811997619825778 1977 1977 0
1.368913277065269 0.018022932070752236 0.0251135689689702 2.883669131320358e-06 0.017143968530843375 9847 9847 0
1.9388783272224597 0.01240836182249268 0.026283049862646103 1.9853378915988288e-06 0.011803216245227408 9400 9400 81
1.0643234381861413 0.012643063517007964 0.014646792611477404 2.0228901627212742e-06 0.012026471731577231 5498 5498 0
1.7757799441430255 0.01032607989425631 0.02078172520206634 1.6521727830810097e-06 0.009822485490104596 9569 9569 36
2.2291929156254477 0.003735789667998068 0.011901797159573924 5.977263468796909e-07 0.0035535982854833868 6005 6005 1507
2.1443465006635867 0.012777092490597927 0.02976110220129106 2.0443347984956683e-06 0.01215396422261183 8655 8655 241
2.2538992164824196 0.00969776122612353 0.025092823741526632 1.551641796179765e-06 0.00922480940546294 7701 7701 576
1.002684504649523 0.012544803288385165 0.013712221422896602 2.0071685261416264e-06 0.01193300357330367 4002 4002 0
2.768698539718648 0.011066822656748498 0.034243073492304106 1.7706916250797599e-06 0.01052710283870042 6001 6001 1668
2.6048440461777354 0.008466109180030027 0.026046407770543366 1.3545774688048045e-06 0.008053224014346577 6088 6088 1577
2.3632757734486836 0.0112587715410378 0.029633489663424273 1.8014034465660482e-06 0.010709690534135757 7587 7587 608
2.5000403267484046 0.014257758803834002 0.037907591575210974 2.2812414086134405e-06 0.013562419660336824 7577 7577 671
2.3311716666150883 0.010972163707902455 0.028634544452149285 1.755546193264393e-06 0.010437060328757611 7760 7760 626
2.259239319915123 0.012662923335899459 0.031130029610542898 2.0260677337439136e-06 0.012045363003472807 8221 8221 369
1.3257827711023786 0.017515296974124475 0.023761386815374975 2.8024475158599165e-06 0.016661090379409785 9228 9228 0
1.907666561717532 0.014332277618195836 0.029047803068441604 2.293164418911334e-06 0.013633304253551724 9476 9476 63
1.2393769445781693 0.008322358603441554 0.012226805015901124 1.3315773765506487e-06 0.007916484034877713 10062 10062 1
1.0230754350776026 0.0005585533265011454 0.001594771210618377 8.936853224018327e-08 0.0005313131412104272 10006 7 6
2.871493399019328 0.008559484623246303 0.028961970876828058 1.3695175397194086e-06 0.008142045614171124 5009 5009 2359
2.78709603269245 0.013983518548127015 0.04160166782770485 2.2373629677003226e-06 0.01330155387583105 6414 6414 1335
2.9595749430373823 0.012050596838760256 0.03918766914280107 1.928095494201641e-06 0.011462899164828493 5441 5441 2023
1.0043733168669018 0.012973883142902922 0.014112170024503231 2.075821302864468e-06 0.012341157557028042 3864 3864 0
1.4666449255553726 0.014238411989701771 0.02221401855173682 2.2781459183522837e-06 0.0135440163743813 10416 10416 1
2.6373226350312615 0.016511558543665338 0.04504744563975985 2.641849366986454e-06 0.015706303444773608 7353 7353 814
2.5197367033630824 0.01668100634564216 0.04339832838964653 2.6689610153027456e-06 0.015867487417132103 7573 7573 557
2.8690429376468605 0.0029773241683419974 0.012963312080745337 4.763718669347196e-07 0.0028321225230054474 4620 4496 2353
1.4798988491598348 0.013265036194230003 0.0211688842202988 2.1224057910768006e-06 0.012618111314053557 10559 10559 3
1.03068738351885 0.01012831654816296 0.011877756126831594 1.6205306477060736e-06 0.00963436689937425 6159 6159 0
1.0876114200413705 0.0016755564931211116 0.003279567993969877 2.6808903889937785e-07 0.001593840984194514 9583 879 709
2.1750211091584832 0.018695158954030903 0.04111509002375971 2.9912254326449446e-06 0.017783411463173936 8822 8822 126
1.5560007140433498 0.008058824395850482 0.014966862270345244 1.2894119033360772e-06 0.00766580217334676 9941 9941 22
1.3217442976668894 0.01565207760322966 0.02161594467958487 2.504332416516746e-06 0.014888738681290934 9640 9640 0
1.3262395800759341 0.012776412654262112 0.01840591590674582 2.044226024681938e-06 0.01215331754133369 9993 9993 0
2.6341478465836397 0.008020622002069867 0.025242954211183135 1.2832995203311787e-06 0.007629462878818729 5948 5948 1768
1.0427903202909592 0.00803216549479362 0.01000432017124355 1.2851464791669793e-06 0.00764044340491821 7643 7643 0
1.2393769445781693 0.012777092490597927 0.017201149115639795 2.0443347984956683e-06 0.01215396422261183 9276 9276 0
2.6621645669142113 0.00969776122612353 0.029638071551739645 1.551641796179765e-06 0.00922480940546294 6158 6158 1496
