#BLTrackFile NTuple/Z800
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
-0.081994 0.324333 800 -0.000294601 0.0132875 11.4827 43.7962 -13 1 0 0 1
0.164736 -0.45607 800 -0.0842027 -0.00134973 9.89598 31.1045 -13 3 0 0 1
0.473941 0.302612 800 0.0744841 -0.0437262 13.6061 44.3931 -13 9 0 0 1
0.311197 0.237618 800 0.0150883 -0.0285141 8.40637 36.5414 -13 16 0 0 1
0.0859557 0.0104147 800 -0.00979171 -0.0205959 13.6869 42.5427 -13 34 0 0 1
-0.254476 -0.513771 800 -0.0561706 0.0468119 8.55861 57.4536 -13 36 0 0 1
-0.0968139 -0.294199 800 -0.0150518 -0.0489043 9.47885 40.3678 -13 39 0 0 1
0.0963382 -0.0616902 800 0.00549618 -0.0317776 14.4055 31.8792 -13 43 0 0 1
0.346204 0.232065 800 0.0526995 0.0216385 11.244 44.3479 -13 44 0 0 1
-1.04291 -0.417266 800 -0.0680981 0.0966477 6.64505 52.5344 -13 48 0 0 1
-0.272231 -0.0581337 800 -0.0114253 0.0450744 10.7148 41.48 -13 74 0 0 1
0.184373 0.134266 800 0.0565547 -0.0163072 10.2736 55.702 -13 80 0 0 1
-0.154695 0.767161 800 0.107532 0.0638375 7.82014 48.898 -13 86 0 0 1
-0.189683 0.764278 800 0.00400805 0.0107227 0.0718673 48.8861 11 86 1001 0 1
-4.75571 5.08181 800 -0.0126848 0.0260175 0.0253011 51.9098 11 86 1002 0 1
-0.446861 -0.417688 800 -0.0340173 0.0711837 9.89041 39.7293 -13 89 0 0 1
0.0438342 -0.394199 800 -0.0620629 0.0367033 5.64082 58.0619 -13 94 0 0 1
0.440058 -0.378908 800 -0.0940132 0.015774 5.35901 54.8952 -13 110 0 0 1
-0.664133 -0.194101 800 0.0654543 0.0934089 4.76275 79.4518 -13 123 0 0 1
0.087809 -0.621198 800 -0.0863251 0.0128525 11.7078 49.613 -13 126 0 0 1
-1.13264 -0.365009 800 0.027097 0.221693 7.17617 43.6781 -13 137 0 0 1
-0.00230564 -0.168927 800 -0.0319221 0.0116026 14.1408 45.5584 -13 140 0 0 1
-0.527971 -0.0418122 800 0.0195398 0.117621 8.02238 38.7975 -13 151 0 0 1
1.06166 -0.822963 800 0.010928 0.0249393 0.0483147 38.301 11 151 1001 0 1
0.0262948 0.391166 800 0.0523039 0.0162173 14.1148 44.7485 -13 152 0 0 1
1.04815 -1.2474 800 -0.0225604 -0.0790881 7.46735 46.7068 -13 160 0 0 1
0.045715 0.0773201 800 -0.0213286 -0.0247684 10.654 29.559 -13 175 0 0 1
0.225062 -0.396985 800 -0.00768083 -0.0317296 7.09667 63.4707 -13 180 0 0 1
-0.234774 0.101535 800 0.0531749 0.0521866 8.76068 59.1159 -13 181 0 0 1
0.0675944 -0.0689472 800 -0.0166028 -0.0263783 12.2713 28.2562 -13 184 0 0 1
-0.063569 0.266497 800 0.0198279 0.0329231 11.8649 53.4542 -13 186 0 0 1
-0.335632 -0.154627 800 -0.0348922 0.0338166 4.67376 62.7973 -13 187 0 0 1
-0.0223068 0.618055 800 0.12699 0.00361375 8.55358 50.0079 -13 188 0 0 1
-nan -nan -nan -nan -nan -nan -nan -13 200 0 0 1
-0.338268 0.0631866 800 -0.115963 0.0543925 6.58881 58.161 -13 211 0 0 1
-0.0205972 -0.185326 800 -0.06217 0.0373832 13.7876 47.4308 -13 348 0 0 1
-0.455378 0.127649 800 0.0615792 -0.00356594 4.32816 70.418 -13 351 0 0 1
0.6158 1.09534 800 0.108469 -0.0971429 4.07299 77.8402 -13 352 0 0 1
-0.13684 -0.233467 800 -0.00221572 0.0294148 10.9274 43.8379 -13 358 0 0 1
0.17501 0.0502723 800 -0.037769 -0.138228 8.71641 33.7381 -13 362 0 0 1
0.164151 -0.0274933 800 0.0560327 0.00917396 12.1581 52.1965 -13 363 0 0 1
0.667064 7.08346 800 8.44286e-05 0.0282524 0.0454333 57.5327 11 363 1001 0 1
0.227173 0.0642712 800 0.0105662 -0.00739409 14.438 24.9118 -13 364 0 0 1
-0.0453057 -0.740276 800 -0.192163 -0.0478906 6.40509 48.0662 -13 370 0 0 1
-0.0494957 0.368179 800 0.0970042 -0.0359853 13.3592 43.6617 -13 375 0 0 1
-1.10516 0.175631 800 0.155553 0.167569 13.3814 34.2317 -13 382 0 0 1
-0.0755453 0.0786029 800 0.000946661 0.0630059 14.1038 35.1068 -13 384 0 0 1
0.0214944 -0.0625605 800 0.00311018 -0.0110759 14.454 29.3347 -13 386 0 0 1
-0.0712731 0.0606562 800 -0.00580599 -0.0359555 10.296 37.2141 -13 390 0 0 1
0.177992 -0.295099 800 -0.000959958 0.0499089 8.64388 61.3158 -13 391 0 0 1
-0.856186 1.03109 800 0.194577 0.0158974 8.12009 62.4758 -13 392 0 0 1
-0.246382 0.158396 800 0.0393285 0.0587642 14.0943 29.5874 -13 395 0 0 1
-0.422824 -0.163767 800 0.0143924 -0.0107958 6.94703 56.6852 -13 396 0 0 1
-2.83046 0.715559 800 -0.00568629 -0.0343312 0.0265421 56.9933 11 396 1001 0 1
0.229799 0.18282 800 0.0211103 0.00493417 14.5173 27.5082 -13 397 0 0 1
0.449272 0.254383 800 0.0441358 -0.0389624 5.57414 69.8908 -13 403 0 0 1
-0.190164 -0.243087 800 -0.0344568 0.0178673 12.8407 39.8021 -13 405 0 0 1
0.0498107 0.00129447 800 0.0152139 0.0425054 7.02638 55.6263 -13 406 0 0 1
-0.0708936 -0.0705299 800 0.0114156 -0.0307984 12.1716 27.3341 -13 409 0 0 1
-0.0356699 0.0723434 800 0.0251124 -0.0691782 8.22672 41.8975 -13 415 0 0 1
-0.148716 0.11569 800 0.0132207 -0.0163454 10.7894 52.4687 -13 427 0 0 1
-0.137052 -0.137721 800 -0.0454925 0.0370381 14.0028 24.6366 -13 456 0 0 1
0.0885252 0.12873 800 0.0241191 -0.0217603 9.41634 32.1345 -13 457 0 0 1
0.257866 -0.720626 800 -0.182563 0.0639975 11.587 51.6453 -13 458 0 0 1
-0.149191 -0.032068 800 0.0105422 -0.0171167 13.4475 47.5699 -13 461 0 0 1
0.226 0.276623 800 0.0240945 -0.0332696 7.66656 49.4866 -13 463 0 0 1
-0.0044507 -0.493629 800 -0.140636 -0.0160315 9.88744 34.6902 -13 465 0 0 1
0.0621473 -0.215117 800 -0.0576876 -0.0680516 7.22472 40.9457 -13 466 0 0 1
-0.0512163 0.140842 800 0.0185304 0.0741282 8.79239 43.0682 -13 468 0 0 1
-0.137379 -0.000646248 800 -0.0566871 -0.0854254 5.27437 55.7988 -13 479 0 0 1
0.0966382 0.136937 800 0.0507482 -0.0374382 8.97628 46.4683 -13 481 0 0 1
0.422733 0.0261174 800 0.143745 -0.137815 6.42998 72.9069 -13 482 0 0 1
0.0396541 -0.0689377 800 -0.0138756 -0.0209221 14.0452 49.8927 -13 483 0 0 1
-0.112389 0.101378 800 0.0393766 0.02248 7.45027 52.4439 -13 484 0 0 1
0.173881 -0.130792 800 -0.0240612 -0.0372422 11.3518 29.1353 -13 485 0 0 1
0.0240189 -0.148656 800 -0.0295207 -0.0162042 7.27045 47.0076 -13 486 0 0 1
-0.355484 0.329742 800 0.0415507 0.135457 12.9973 40.5176 -13 487 0 0 1
-0.0818803 0.0674242 800 -0.0704669 -0.0264547 5.12638 74.0979 -13 488 0 0 1
0.0984874 -0.215426 800 0.00305567 0.026386 13.8826 25.8132 -13 489 0 0 1
-0.505951 -0.100482 800 0.119233 -0.011444 3.45269 77.8589 -13 490 0 0 1
0.0389204 0.0238281 800 0.0153912 0.00219121 7.5367 62.7077 -13 491 0 0 1
-0.187778 0.249228 800 0.0396577 0.0255249 12.4281 48.2018 -13 493 0 0 1
0.0281579 0.0184401 800 0.000606203 -0.0216197 12.9582 45.993 -13 494 0 0 1
-0.0813507 -0.0335445 800 -0.0062775 0.0114207 14.438 21.6167 -13 495 0 0 1
0.152234 0.399246 800 0.136286 0.0144012 10.6534 34.1322 -13 496 0 0 1
0.331701 0.475893 800 0.111625 -0.0740377 14.0331 21.8429 -13 497 0 0 1
0.11991 -0.0085473 800 0.00328104 0.0144027 10.2251 34.0472 -13 503 0 0 1
0.303378 0.1441 800 0.0425923 0.0142385 12.4212 35.1908 -13 507 0 0 1
0.137799 0.112188 800 0.0273166 0.00498783 11.4051 50.9049 -13 508 0 0 1
0.00223958 -0.00629138 800 0.0729597 -0.027903 8.16061 38.084 -13 517 0 0 1
0.0690459 0.278869 800 0.0595196 -0.0185609 12.3537 28.6048 -13 518 0 0 1
0.115417 -0.0400413 800 0.0948993 0.0551705 12.904 33.9981 -13 522 0 0 1
-0.0891609 -0.14916 800 -0.0406751 -0.107089 3.46958 99.579 -13 524 0 0 1
-0.192522 -0.344595 800 0.0594833 0.0155582 11.6936 44.5075 -13 526 0 0 1
-0.0148146 -0.422277 800 -0.0875613 0.0296262 12.481 39.3428 -13 528 0 0 1
-0.0280738 0.0955747 800 -0.0316393 0.0349398 11.2589 48.5835 -13 529 0 0 1
-0.27762 0.329098 800 0.049863 0.127948 8.97934 54.8003 -13 533 0 0 1
