#BLTrackFile NTuple/Z320
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
0.0481155 0.104683 320 -0.00131896 -0.00896486 11.5183 29.0055 -13 1 0 0 1
-0.111425 -0.0781531 320 -0.00665623 0.0334863 12.5781 31.627 -13 2 0 0 1
0.04891 0.137698 320 0.0103233 -0.00492998 9.95047 13.993 -13 3 0 0 1
-0.341299 -0.281569 320 -0.0894666 0.0328042 11.1507 14.4679 -13 4 0 0 1
-0.151956 -0.187285 320 -0.0289403 0.00686657 6.91511 23.7482 -13 5 0 0 1
-0.109763 0.00693432 320 0.016549 0.0500474 7.65133 36.9678 -13 6 0 0 1
-0.0331863 -0.0181202 320 -0.0157862 0.0211572 12.0481 22.9961 -13 7 0 0 1
0.151727 0.0673833 320 0.0189097 -0.0740055 3.9395 34.556 -13 13 0 0 1
-0.248069 -0.0884025 320 -0.024785 0.0633412 10.5344 12.7029 -13 22 0 0 1
0.0832567 -0.00914933 320 -0.00396829 0.00678894 11.5835 37.7748 -13 28 0 0 1
-0.0214214 -0.10451 320 -0.0301281 -0.00371398 9.78711 39.2556 -13 57 0 0 1
-0.00326708 0.10028 320 0.0114049 0.00584607 14.0235 36.5944 -13 63 0 0 1
-0.0879571 0.026162 320 0.000414344 0.0356617 11.5361 22.6419 -13 67 0 0 1
0.314033 0.192722 320 0.0509168 -0.0361289 6.13116 40.3016 -13 73 0 0 1
-0.197426 -0.0643063 320 -0.0164452 0.0353223 10.3033 39.1802 -13 80 0 0 1
0.397615 -0.0145307 320 0.00610016 -0.0187699 8.52994 22.0237 -13 88 0 0 1
0.216196 0.289458 320 0.0455143 -0.0352484 8.83309 19.935 -13 105 0 0 1
-0.35951 -0.0603741 320 -0.0247876 0.0694833 5.88957 24.6641 -13 118 0 0 1
-0.0868138 -0.0461365 320 0.0228341 0.00716407 7.53067 29.3908 -13 120 0 0 1
-0.153204 -0.0538268 320 -0.00506862 0.0317137 9.06625 19.3598 -13 122 0 0 1
0.0431499 -0.0245513 320 0.00323162 0.00735792 11.7342 35.0943 -13 126 0 0 1
0.0868411 0.0153344 320 0.0126538 -0.0202074 9.19584 20.9683 -13 131 0 0 1
-0.120845 0.159289 320 0.0470818 0.0105162 12.9828 21.0113 -13 136 0 0 1
-0.125719 -0.12986 320 -0.0263572 -0.0128544 13.7557 20.3295 -13 142 0 0 1
0.0138226 -0.30004 320 -0.0261944 0.0202575 7.04244 25.0527 -13 149 0 0 1
0.0582787 0.273161 320 0.0657235 -0.00461185 13.2352 18.2035 -13 157 0 0 1
-0.043156 0.00136411 320 0.0046335 0.00560253 14.3396 31.2469 -13 159 0 0 1
-0.0736381 -0.287447 320 -0.0211561 0.0230942 12.3436 34.262 -13 165 0 0 1
-0.109625 -0.0433291 320 -0.0278691 0.00363785 14.5134 30.2551 -13 171 0 0 1
0.0538718 -0.0168552 320 -0.0149705 -0.0494264 3.58248 37.054 -13 177 0 0 1
-0.129653 0.102127 320 0.0071347 0.00936064 9.26567 30.1495 -13 182 0 0 1
