#BLTrackFile NTuple/Z860
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
#mm mm mm MeV/c MeV/c MeV/c ns - - - - -
0.0406008 0.0541079 860 -0.00996599 -0.0388101 11.4887 45.643 -13 1 0 0 1
-0.38598 0.161762 860 0.0750298 0.125782 12.5514 46.8776 -13 2 0 0 1
-0.350503 0.0946094 860 -0.0429801 0.142445 9.82506 33.4995 -13 3 0 0 1
-0.917614 10.4687 860 0.00502084 -0.0793119 0.0171227 31.0435 11 3 1001 0 1
-0.0194384 0.0293248 860 0.0227887 -0.0112654 11.1243 31.6417 -13 4 0 0 1
0.0123906 -0.208952 860 -0.129691 -0.0407366 6.819 51.581 -13 5 0 0 1
-0.110392 0.183279 860 -0.00744493 0.0630605 7.61229 61.9351 -13 6 0 0 1
-0.00932207 0.0669659 860 0.047039 0.0234363 12.019 38.921 -13 7 0 0 1
-0.100153 -0.272562 860 -0.058364 -0.0446798 5.03057 73.9866 -13 8 0 0 1
-0.0400112 0.00312958 860 0.0241881 0.0574051 13.6158 45.945 -13 9 0 0 1
-0.0348228 -0.0337196 860 -0.0621537 0.0105195 13.2334 28.1165 -13 10 0 0 1
-0.0693836 0.12756 860 0.0221197 0.0366001 10.5928 31.5533 -13 11 0 0 1
-0.0537321 0.278159 860 0.125061 -0.0660825 11.7954 29.9609 -13 12 0 0 1
0.604221 -1.3346 860 -0.0716097 0.145484 3.0007 89.8752 -13 13 0 0 1
-0.0461152 0.0283274 860 0.000841357 0.0312261 10.2571 32.6346 -13 14 0 0 1
-0.578014 -0.0304204 860 0.0180703 -0.0449322 0.0409291 32.681 11 14 1001 0 1
1.82799 3.89154 860 -0.00589305 0.0190979 0.0923615 20.5063 11 14 1002 0 1
0.205681 -0.23673 860 -0.00765161 -0.0989477 5.07664 77.6248 -13 15 0 0 1
-0.212347 -0.241411 860 -0.148522 0.124078 8.31563 39.2408 -13 16 0 0 1
-0.0291468 -0.086702 860 -0.00100896 0.0245352 14.5048 28.29 -13 17 0 0 1
-0.0052945 0.00269103 860 0.0376515 -0.02522 13.0731 52.4402 -13 18 0 0 1
0.0683522 0.162939 860 -0.0438477 0.10463 8.24527 54.6256 -13 19 0 0 1
0.000618515 0.0624631 860 0.0028652 0.00270594 14.4191 44.137 -13 21 0 0 1
